"plant","num_leaf_segments","num_uninfected","perc_infected","blackSpore","Undifilum","unk_infections","notAlfuInfected","morphospecies_not_counting_Undifilum","notes","startCulturedate","endCultureDate","Height","Width","Length","Flowering.","Weight.mg.","d15N....vs..air.","wt...N","d13C....vs..VPDB.","wt...C","percN","percC","m1","m2","m3","a1","a2","a3","m4","a4","X","treament","status","DateFlowering","DateFruiting","width","height","length","vol","X.Fl_Stems_atCollectionTime","X.Fl_stemsEndOfYear","X.LeavesCollection","X.LeavesEndofYear","lvs_with_herbivory","lvs_with_fungus","blackdotFungusPresence","leafarea_avg","sla_1","sla_2","sla_3","sla_4","sla_avg","ndfa","tube_before","tube_after","sample_mg","Calculated.amount","top","bottom","X..Swainsonine","treatment_failed"
111,9,8,0.111111111,NA,0,1,1,1,"yellow slime","9/17/17","10/28/17",8,15,13,"",3.79,2.12,2.48,-30.1,41.45,0.654353562005277,10.9366754617414,1.64,3.52,3.45,0.145,0.303,0.233,1.09,0.107,"","treated_controlneg","good",NA,NA,10,12,9,NA,NA,NA,4,NA,1,NA,"",0.42025,0.0884146341463415,0.0860795454545455,0.067536231884058,0.0981651376146789,0.0850488872749059,40.5913978494624,1312.07,1342.02,29.95,"NF","#VALUE!",5990,0,"no"
112,8,8,0,NA,0,NA,0,NA,"contam","9/17/17","10/11/17",14,21,18,"",NA,0.13,NA,-29.83,NA,0.606676517170889,12.9538107317845,3.11,1.92,2.22,0.356,0.167,0.196,NA,NA,"","untreated_plus","good",NA,NA,21,17,15,NA,NA,NA,31,NA,NA,3,"",0.42975,0.114469453376206,0.0869791666666667,0.0882882882882883,NA,0.0965789694437203,67.3387096774194,1312.08,1346.38,34.3,"NF","#VALUE!",6860,0,"no"
113,10,10,0,NA,0,NA,0,0,"","9/16/17","10/28/17",14,18,17,"",4.586,0.63,2.16,-30.23,42.39,0.470998691670301,9.24334932402965,2.26,2.04,4.56,0.218,0.209,0.393,NA,NA,"","untreated_neg","good",NA,NA,16,16,15,NA,NA,NA,28,NA,NA,1,"",0.455,0.0964601769911504,0.102450980392157,0.0861842105263158,NA,0.0950317893032077,60.6182795698925,1249.6,1287.4,37.8,"NF","#VALUE!",7560,0,"no"
114,9,1,0.888888889,1,6,1,2,2,"unk. was bright yellow and fuzzy","9/17/17","10/7/17",8,14,9,"",4.051,2.04,4.26,-30.05,43.65,1.05159219945692,10.7751172549988,3.08,2.27,2.14,0.243,0.231,0.244,NA,NA,"","treated_controlplus","good",NA,NA,16,9,13,NA,NA,NA,7,NA,5,NA,"",0.4295,0.0788961038961039,0.101762114537445,0.114018691588785,NA,0.0982256366741113,41.6666666666667,1240.99,1258.77,17.78,"0.053","0.07877069",3556,0.002,"no"
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,13,"",NA,NA,NA,NA,NA,NA,NA,3.79,4.14,2.58,0.489,0.464,0.336,NA,NA,"","treated_neg","good",NA,NA,13,15,12,NA,NA,NA,9,NA,2,2,"",0.57225,0.129023746701847,0.11207729468599,0.130232558139535,NA,0.123777866509124,NA,NA,NA,NA,NA,NA,NA,NA,"no"
116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,17,15,"",NA,NA,NA,NA,NA,NA,NA,1.65,3.75,2.63,0.158,0.337,0.2,NA,NA,"","treated_neg","good",NA,NA,14,9,13,NA,NA,NA,9,NA,NA,2,"",0.42375,0.0957575757575758,0.0898666666666667,0.0760456273764259,NA,0.0872232899335561,NA,NA,NA,NA,NA,NA,NA,NA,"no"
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,17,11,"",3.867,0.87,1.8,-30.08,41.55,0.465477114041893,10.744763382467,2.23,3.99,2.66,0.21,0.357,0.251,NA,NA,"","treated_neg","good",NA,NA,15,14,11,NA,NA,NA,13,NA,2,3,"",0.4545,0.0941704035874439,0.0894736842105263,0.0943609022556391,NA,0.0926683300178698,57.3924731182796,1307.44,1338.31,30.87,"NF","#VALUE!",6174,0,"no"
118,9,NA,1,NA,9,NA,0,NA,"","9/17/17","10/7/17",7,10,9,"",3.404,3.39,3.33,-29.9,41.87,0.978260869565217,12.3002350176263,5.61,2.94,4.63,0.421,0.247,0.354,NA,NA,"","treated_plus","good",NA,NA,11,10,10,NA,NA,NA,4,NA,NA,1,"",0.5055,0.0750445632798574,0.0840136054421769,0.0764578833693304,NA,0.0785053506971216,23.5215053763441,1285.11,1294.8,9.69,"0.696","1.04350725",1938,0.054,"no"
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,12,"",NA,NA,NA,NA,NA,NA,NA,1.57,2.23,3.33,0.198,0.21,0.303,NA,NA,"","treated_plus","good",NA,NA,13,12,10,NA,NA,NA,6,NA,1,1,"",0.42775,0.126114649681529,0.0941704035874439,0.090990990990991,NA,0.103758681419988,NA,NA,NA,NA,NA,NA,NA,NA,"no"
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","good",NA,NA,8,5,6,NA,NA,NA,2,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
121,9,NA,1,NA,9,NA,0,NA,"had black spore contam, also some yellow fuzz","9/17/17","10/7/17",7,9,9,"",3.132,2.21,2.91,-29.97,43.45,0.92911877394636,13.8729246487867,4.2,2.93,3.66,0.317,0.263,0.3,NA,NA,"","treated_controlplus","good",NA,NA,9,10,8,NA,NA,NA,2,NA,NA,NA,"",0.47,0.0754761904761905,0.0897610921501707,0.0819672131147541,NA,0.0824014985803717,39.3817204301075,1312.23,1322.77,10.54,"0.804","1.20633165",2108,0.057,"no"
122,9,0,1,NA,9,NA,0,NA,"","9/16/17","10/7/17",8,10,9,"",3.387,1.13,2.92,-30.77,43.18,0.862119870091526,12.7487452022439,3.51,2.11,3.53,0.361,0.282,0.342,NA,NA,"","treated_plus","good",NA,NA,12,11,11,NA,NA,NA,7,NA,NA,NA,"",0.49625,0.102849002849003,0.133649289099526,0.0968838526912181,NA,0.111127381546582,53.8978494623656,1244.84,1262.87,18.03,"1.473","2.21001699",3606,0.061,"no"
123,7,0,1,2,0,6,8,2,"","","10/7/17",17,50,43,"",3.969,-2.28,5.18,-28.6,48.02,1.30511463844797,12.0987654320988,2.37,5.38,2.23,0.248,0.522,0.349,NA,NA,"","untreated_neg","good",NA,NA,52,23,44,NA,NA,NA,204,NA,16,NA,"",0.52975,0.10464135021097,0.0970260223048327,0.156502242152466,NA,0.11938987155609,99.7311827956989,1307.56,1336.55,28.99,"NF","#VALUE!",5798,0,"no"
124,16,16,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",12,19,16,"",NA,0.945,NA,-29.56,NA,0.839585122195029,12.23146675785,2.93,2.15,2.64,0.23,0.196,0.242,NA,NA,"","treated_plus","good",NA,NA,18,11,14,NA,NA,NA,16,NA,NA,3,"",0.417,0.0784982935153584,0.0911627906976744,0.0916666666666667,NA,0.0871092502932331,56.3844086021505,1240.69,1266.83,26.14,"NF","#VALUE!",5228,0,"no"
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlNeg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
126,8,0,1,3,0,5,8,3,"","9/17/17","10/7/17",10,21,17,"",NA,NA,NA,NA,NA,NA,NA,6.48,3.15,4.38,0.544,0.345,0.419,NA,NA,"","treated_plus","good",NA,NA,20,13,14,NA,NA,NA,15,NA,NA,5,"",0.577,0.0839506172839506,0.10952380952381,0.095662100456621,NA,0.0963788424214604,NA,NA,NA,NA,NA,NA,NA,NA,"no"
127,18,18,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",19,53,45,"",3.322,0.98,4.83,-29.58,44.38,1.45394340758579,13.3594220349187,4.52,10.75,2.72,0.615,0.934,0.426,NA,NA,"","untreated_neg","good",NA,NA,54,27,47,NA,NA,NA,140,NA,NA,22,"yes",0.74375,0.136061946902655,0.0868837209302326,0.156617647058824,NA,0.126521104963904,55.9139784946237,1233.45,1266.47,33.02,"NF","#VALUE!",6604,0,"no"
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,10,"",NA,NA,NA,NA,NA,NA,NA,3.37,5.35,3.97,0.242,0.418,0.295,NA,NA,"","treated_controlneg","weak",NA,NA,13,7,8,NA,NA,NA,5,NA,NA,NA,"",0.48875,0.0718100890207715,0.0781308411214953,0.0743073047858942,NA,0.0747494116427204,NA,NA,NA,NA,NA,NA,NA,NA,"no"
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,9,"",3.577,1.24,3.3,-29.86,43.76,0.922560805143975,12.2337154039698,4.62,3.42,4.58,0.376,0.452,0.408,NA,NA,"","treated_plus","good",NA,NA,15,13,13,NA,NA,NA,5,NA,2,NA,"",0.559,0.0813852813852814,0.132163742690058,0.0890829694323144,NA,0.100877331169218,52.4193548387097,1286.45,1310.72,24.27,"2.208","3.31271860",4854,0.068,"no"
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dontuse",NA,NA,8,6,6,NA,NA,NA,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
131,9,9,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",9,11,10,"",3.049,1.67,3.96,-30.39,41.08,1.29878648737291,13.4732699245654,2.34,1.77,1.02,0.299,0.275,0.181,NA,NA,"","untreated_neg","good",NA,NA,14,12,14,NA,NA,NA,7,NA,2,3,"",0.43875,0.127777777777778,0.155367231638418,0.177450980392157,NA,0.153531996602784,46.6397849462366,1249.71,1257.97,8.26,"NF","#VALUE!",1652,0,"no"
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,7,"",NA,NA,NA,NA,NA,NA,NA,1.4,0.7,0.88,0.142,0.061,0.08,NA,NA,"","untreated_neg","dontuse",NA,NA,8,6,5,NA,NA,NA,0,NA,NA,NA,"",0.32075,0.101428571428571,0.0871428571428571,0.0909090909090909,NA,0.0931601731601732,NA,NA,NA,NA,NA,NA,NA,NA,"no"
133,8,8,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",12,29,21,"",3.8,-1.55,3.66,-29.99,45.61,0.963157894736842,12.0026315789474,2.64,1.69,2.28,0.281,0.218,0.245,NA,NA,"","treated_neg","good",NA,NA,26,11,17,NA,NA,NA,35,NA,NA,NA,"",0.436,0.106439393939394,0.128994082840237,0.107456140350877,NA,0.114296539043503,89.9193548387097,1244.57,1271.8,27.23,"NF","#VALUE!",5446,0,"no"
134,9,4,0.555555556,NA,0,NA,0,1,"","9/17/17","10/28/17",5,17,15,"",3.984,1.21,2.31,-29.24,42.21,0.579819277108434,10.5948795180723,1.69,1.91,1.93,0.135,0.118,0.125,NA,NA,"","treated_plus","good",NA,NA,15,9,14,NA,NA,NA,9,NA,NA,3,"",0.3445,0.0798816568047337,0.0617801047120419,0.0647668393782384,NA,0.0688095336316713,52.8225806451613,1307.91,1337.03,29.12,"NF","#VALUE!",5824,0,"no"
134,9,4,0.555555556,NA,0,NA,0,1,"","9/17/17","10/28/17",5,17,15,"",3.984,1.21,2.31,-29.24,42.21,0.579819277108434,10.5948795180723,1.67,2.56,1.78,0.181,0.246,0.189,NA,NA,"","treated_plus","good",NA,NA,15,9,14,NA,NA,NA,9,NA,NA,3,"",0.404,0.108383233532934,0.09609375,0.106179775280899,NA,0.103552252937944,52.8225806451613,1307.91,1337.03,29.12,"NF","#VALUE!",5824,0,"no"
135,15,15,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
136,9,NA,1,1,9,NA,1,NA,"","9/17/17","10/7/17",11,19,15,"",3.56,1.3,2.48,-30.33,40.09,0.696629213483146,11.2612359550562,3.5,3.33,1.94,0.3,0.323,0.181,NA,NA,"","untreated_plus","good",NA,NA,15,13,12,NA,NA,NA,12,NA,1,3,"",0.451,0.0857142857142857,0.096996996996997,0.093298969072165,NA,0.0920034172611492,51.6129032258064,1233.82,1282.5,48.68,"7.598","11.39640851",9736,0.117,"no"
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
139,18,4,0.777777778,NA,0,1,1,1,"fuzzy tan","9/16/17","10/28/17",20,56,52,"y",3.754,0.2,5.2,-28.41,46.23,1.38518913159297,12.3148641449121,5.4,11.23,4.56,0.544,0.96,0.461,NA,NA,"","untreated_plus","good",NA,NA,47,16,40,NA,4,NA,140,NA,17,16,"",0.74125,0.100740740740741,0.0854853072128228,0.10109649122807,NA,0.0957741797272112,66.3978494623656,1232.71,1283.13,50.42,"2.058","3.08642865",10084,0.031,"no"
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,50,48,"",3.425,2.87,4.52,-27.86,44.37,1.31970802919708,12.9547445255474,5.83,12.23,7.26,0.467,0.785,0.676,NA,NA,"","untreated_neg","good",NA,NA,51,24,49,NA,NA,NA,103,NA,12,NA,"",0.732,0.0801029159519726,0.0641864268192968,0.0931129476584022,NA,0.0791340968098905,30.510752688172,1241.04,1289.77,48.73,"NF","#VALUE!",9746,0,"no"
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,10,"",NA,NA,NA,NA,NA,NA,NA,1.09,1.82,2.77,0.126,0.161,0.286,NA,NA,"","treated_controlplus","weak",NA,NA,10,10,8,NA,NA,NA,4,NA,NA,NA,"",0.39325,0.115596330275229,0.0884615384615385,0.103249097472924,NA,0.102435655403231,NA,NA,NA,NA,NA,NA,NA,NA,"no"
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
144,11,0,1,NA,11,NA,0,NA,"","","",12,22,18,"",3.206,0.88,2.09,-30.23,41.92,0.651902682470368,13.0754834684966,1.68,1.65,2.61,0.165,0.192,0.272,NA,NA,"","treated_plus","good",NA,NA,19,13,16,NA,NA,NA,28,NA,2,NA,"",0.40725,0.0982142857142857,0.116363636363636,0.104214559386973,NA,0.106264160488298,57.258064516129,1286.37,1304.19,17.82,"1.396","2.09330404",3564,0.059,"no"
144,11,NA,1,11,NA,NA,11,NA,"fuzzy grayer","9/17/17","10/7/17",12,22,18,"",3.206,0.88,2.09,-30.23,41.92,0.651902682470368,13.0754834684966,1.68,1.65,2.61,0.165,0.192,0.272,NA,NA,"","treated_plus","good",NA,NA,19,13,16,NA,NA,NA,28,NA,2,NA,"",0.40725,0.0982142857142857,0.116363636363636,0.104214559386973,NA,0.106264160488298,57.258064516129,1286.37,1304.19,17.82,"1.396","2.09330404",3564,0.059,"no"
145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,9,"",NA,NA,NA,NA,NA,NA,NA,3.62,2.04,3.48,0.29,0.234,0.248,NA,NA,"","treated_controlplus","weak",NA,NA,9,8,9,NA,NA,NA,4,NA,NA,NA,"",0.443,0.0801104972375691,0.114705882352941,0.071264367816092,NA,0.0886935824688674,NA,NA,NA,NA,NA,NA,NA,NA,"no"
146,9,NA,NA,NA,NA,NA,NA,1,"","9/17/17","10/7/17",14,38,36,"y",3.494,-1.26,3.33,-29.61,44.06,0.953062392673154,12.610188895249,1.95,1.81,2.97,0.207,0.239,0.264,NA,NA,"","treated_neg","good",NA,NA,37,13,36,NA,1,NA,64,NA,1,3,"",0.4275,0.106153846153846,0.132044198895028,0.0888888888888889,NA,0.109028977979254,86.0215053763441,1285.95,1329.55,43.6,"NF","#VALUE!",8720,0,"no"
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,14,"",3.065,0.93,2.08,-30.34,41.58,0.67862969004894,13.5660685154976,1.51,1.73,2.36,0.174,0.184,0.195,NA,NA,"","treated_plus","good",NA,NA,16,11,13,NA,NA,NA,17,NA,NA,4,"",0.38825,0.11523178807947,0.10635838150289,0.0826271186440678,NA,0.101405762742143,56.5860215053764,1241.35,1267.84,26.49,"NF","#VALUE!",5298,0,"no"
148,9,9,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",8,18,18,"",3.168,0.91,1.9,-29.54,44.29,0.599747474747475,13.9804292929293,1.9,2.4,1.66,0.19,0.169,0.174,NA,NA,"","untreated_plus","good",NA,NA,15,13,13,NA,NA,NA,17,NA,1,NA,"",0.38325,0.1,0.0704166666666667,0.104819277108434,NA,0.0917453145917001,56.8548387096774,1312.25,1350.7,38.45,"NF","#VALUE!",7690,0,"no"
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlNeg","dontuse",NA,NA,7,7,4,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,25,24,"",NA,NA,NA,NA,NA,NA,NA,2.86,1.91,2.3,0.272,0.169,0.26,NA,NA,"","treated_neg","good",NA,NA,21,15,20,NA,NA,NA,27,NA,NA,NA,"",0.42525,0.0951048951048951,0.0884816753926702,0.11304347826087,NA,0.0988766829194783,NA,NA,NA,NA,NA,NA,NA,NA,"no"
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,9,"",NA,NA,NA,NA,NA,NA,NA,4.36,4.49,3.41,0.25,0.286,0.282,NA,NA,"","untreated_plus","weak",NA,NA,10,8,8,NA,NA,NA,5,NA,NA,NA,"",0.4545,0.0573394495412844,0.0636971046770601,0.0826979472140762,NA,0.0679115004774736,NA,NA,NA,NA,NA,NA,NA,NA,"no"
152,8,8,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",19,47,32,"",3.288,-1.32,2.63,-28.98,42.66,0.799878345498783,12.9744525547445,2.75,2,3.09,0.269,0.292,0.279,NA,NA,"","treated_neg","good",NA,NA,40,20,24,NA,2,NA,81,NA,3,8,"",0.46,0.0978181818181818,0.146,0.0902912621359223,NA,0.111369814651368,86.8279569892473,1307.49,1348.95,41.46,"NF","#VALUE!",8292,0,"no"
153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,57,53,"y",3.109,-0.89,4.05,-28.56,43,1.30266966870376,13.8308137664844,7.3,4.68,5.41,0.747,0.492,0.667,NA,NA,"","treated_plus","good",NA,NA,52,34,46,NA,NA,NA,82,NA,6,NA,"",0.7265,0.102328767123288,0.105128205128205,0.123290203327172,NA,0.110249058526222,81.0483870967742,1240.7,1281.95,41.25,"NF","#VALUE!",8250,0,"no"
154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21,16,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","good",NA,NA,21,15,13,NA,NA,NA,16,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
155,12,12,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",16,35,33,"",3.129,-1.19,4.24,-28.37,43.45,1.35506551613934,13.8862256311921,4.75,4.55,2.26,0.471,0.549,0.253,NA,NA,"","treated_neg","good",NA,NA,24,15,29,NA,NA,NA,58,NA,NA,15,"",0.56825,0.0991578947368421,0.120659340659341,0.111946902654867,NA,0.110588046017017,85.0806451612903,1320.93,1357.72,36.79,"NF","#VALUE!",7358,0,"no"
156,10,10,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",27,67,62,"",4.1,4.2,4.61,-28.57,45.1,1.12439024390244,11,5.25,5.14,2.49,0.645,0.566,0.335,NA,NA,"","untreated_neg","good",NA,NA,63,28,59,NA,NA,NA,161,NA,NA,14,"",0.6365,0.122857142857143,0.11011673151751,0.134538152610442,NA,0.122504008995031,12.6344086021505,1298.5,1333.58,35.08,"NF","#VALUE!",7016,0,"no"
157,12,12,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",15,42,33,"y",3.942,0.44,4.48,-30.11,47.49,1.13647894469812,12.0471841704718,2.57,2.2,3,0.45,0.378,0.498,NA,NA,"","treated_neg","good",NA,NA,38,18,32,NA,NA,NA,49,NA,NA,7,"",0.5815,0.175097276264591,0.171818181818182,0.166,NA,0.170971819360924,63.1720430107527,1320.89,1365.09,44.2,"NF","#VALUE!",8840,0,"no"
158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,27,26,"",NA,NA,NA,NA,NA,NA,NA,2.69,2.75,3.91,0.357,0.371,0.48,NA,NA,"","treated_plus","good",NA,NA,22,14,21,NA,NA,NA,24,NA,NA,10,"",0.552,0.13271375464684,0.134909090909091,0.122762148337596,NA,0.130128331297842,NA,NA,NA,NA,NA,NA,NA,NA,"no"
160,13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",11,22,19,"",3.211,2.03,3.62,-29.94,43.36,1.12737464964186,13.5035814388041,1.89,2.19,1.48,0.318,0.3,0.182,NA,NA,"","untreated_plus","good",NA,NA,19,12,16,NA,NA,NA,18,NA,1,5,"",0.45,0.168253968253968,0.136986301369863,0.122972972972973,NA,0.142737747532268,41.8010752688172,1286.52,1325.47,38.95,"3.218","4.82726070",7790,0.062,"no"
161,14,14,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",11,28,28,"",3.624,2.26,2.42,-30.09,42.06,0.667770419426049,11.6059602649007,2.47,1.45,1.34,0.228,0.2,0.161,NA,NA,"","untreated_neg","good",NA,NA,30,13,19,NA,NA,NA,35,NA,NA,8,"",0.39725,0.0923076923076923,0.137931034482759,0.120149253731343,NA,0.116795993507265,38.7096774193548,1250.59,1282.49,31.9,"NF","#VALUE!",6380,0,"no"
162,12,12,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",12,15,15,"",3.649,2.39,2.83,-29.26,42.33,0.775554946560702,11.6004384762949,1.44,4.04,4.28,0.162,0.367,0.41,NA,NA,"","untreated_plus","good",NA,NA,16,14,14,NA,NA,NA,9,NA,3,5,"",0.48475,0.1125,0.0908415841584158,0.0957943925233645,NA,0.0997119922272601,36.9623655913978,1285.6,1329.7,44.1,"3.291","4.93631634",8820,0.056,"no"
163,15,12,0.2,NA,3,NA,0,NA,"white fuzzy","9/16/17","10/28/17",21,55,49,"y",3.371,3.7,4.97,-28.36,44.66,1.4743399584693,13.2482942746959,5.2,3.84,6.44,0.841,0.588,1.011,NA,NA,"","treated_neg","good",NA,NA,45,22,41,NA,NA,NA,75,NA,NA,18,"yes",0.86,0.161730769230769,0.153125,0.156987577639752,NA,0.157281115623507,19.3548387096774,1305.69,1349.35,43.66,"2.236","3.35472435",8732,0.038,"yes"
164,17,17,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",20,43,35,"",3.749,3.95,3.64,-30.41,42.55,0.970925580154708,11.3496932515337,2.41,5.18,4.09,0.289,0.608,0.437,NA,NA,"","untreated_neg","good",NA,NA,41,21,28,NA,NA,NA,42,NA,3,6,"",0.5835,0.119917012448133,0.117374517374517,0.106845965770171,NA,0.11471249853094,15.994623655914,1244.59,1282.73,38.14,"NF","#VALUE!",7628,0,"no"
165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,10,"",NA,NA,NA,NA,NA,NA,NA,3.58,5.25,5.02,0.338,0.507,0.508,NA,NA,"","untreated_plus","weak",NA,NA,11,9,11,NA,NA,NA,5,NA,1,NA,"",0.58825,0.094413407821229,0.0965714285714286,0.101195219123506,NA,0.0973933518387212,NA,NA,NA,NA,NA,NA,NA,NA,"no"
166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,10,"",NA,NA,NA,NA,NA,NA,NA,1.94,2.06,1.96,0.187,0.21,0.286,NA,NA,"","untreated_plus","good",NA,NA,12,13,10,NA,NA,NA,8,NA,NA,1,"",0.42075,0.0963917525773196,0.101941747572816,0.145918367346939,NA,0.114750622499025,NA,NA,NA,NA,NA,NA,NA,NA,"no"
167,11,7,0.363636364,NA,0,4,4,1,"brown fuzzy","9/16/17","10/28/17",6,11,9,"",3.723,1.73,2.34,-30.19,40.64,0.628525382755842,10.9159280150416,2.23,3.5,2.77,0.22,0.442,0.351,NA,NA,"","untreated_plus","good",NA,NA,12,11,11,NA,NA,NA,6,NA,NA,3,"",0.50325,0.0986547085201794,0.126285714285714,0.126714801444043,NA,0.117218408083312,45.8333333333333,1320.03,1341.39,21.36,"1.163","1.74460838",4272,0.041,"no"
168,13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",9,14,12,"",NA,NA,NA,NA,NA,NA,NA,1.52,2.58,2.46,0.167,0.264,0.241,NA,NA,"","treated_plus","good",NA,NA,14,10,11,NA,NA,NA,10,NA,2,4,"",0.418,0.109868421052632,0.102325581395349,0.0979674796747967,NA,0.103387160707592,NA,1285.69,1322.65,36.96,"NF","#VALUE!",7392,0,"no"
169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,6,"",NA,NA,NA,NA,NA,NA,NA,5.72,4.95,4.59,0.592,0.537,0.453,NA,NA,"","treated_plus","good",NA,NA,10,10,8,NA,NA,NA,6,NA,NA,NA,"",0.6455,0.103496503496503,0.108484848484848,0.0986928104575164,NA,0.103558054146289,NA,NA,NA,NA,NA,NA,NA,NA,"no"
